                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                0.77939,                0.62254,                0.97007,                0.80018,                0.78858,                0.81334,                0.54842,                0.97047,                 0.7535,                 1.0718,             0.00080303,             0.00080303,             0.00080303
                     30,                0.77855,                0.61462,                0.97349,                0.83349,                0.83409,                0.85652,                0.57323,                0.98254,                0.73078,                 1.0871,             0.00079203,             0.00079203,             0.00079203
                     31,                0.78372,                0.61971,                0.98137,                0.83326,                0.82457,                 0.8857,                 0.5745,                0.96007,                0.70615,                 1.0895,             0.00078103,             0.00078103,             0.00078103
                     32,                0.76257,                0.60299,                0.97376,                0.85101,                 0.7415,                0.86496,                0.59199,                0.97191,                0.70495,                 1.0773,             0.00077003,             0.00077003,             0.00077003
                     33,                0.76891,                0.60643,                0.97497,                0.88447,                0.74426,                0.87031,                0.58962,                0.97516,                0.69226,                 1.0842,             0.00075904,             0.00075904,             0.00075904
                     34,                0.74873,                0.59482,                0.97051,                0.83196,                0.78379,                0.83897,                0.54387,                0.96237,                0.72037,                 1.0833,             0.00074804,             0.00074804,             0.00074804
                     35,                0.75518,                0.60437,                0.97011,                 0.7888,                 0.7585,                0.81776,                0.54633,                0.94518,                 0.6654,                 1.0575,             0.00073704,             0.00073704,             0.00073704
                     36,                0.74284,                0.58126,                0.96208,                0.81212,                0.81184,                0.85513,                0.57364,                  0.964,                0.72876,                 1.0837,             0.00072604,             0.00072604,             0.00072604
                     37,                0.74236,                0.57389,                0.96436,                0.75388,                0.85462,                0.85296,                0.58622,                 1.0042,                0.70817,                 1.0923,             0.00071504,             0.00071504,             0.00071504
                     38,                0.73121,                0.57609,                0.96355,                0.84156,                0.80716,                0.86561,                0.57789,                0.99885,                0.71757,                 1.0927,             0.00070404,             0.00070404,             0.00070404
                     39,                0.74672,                0.57835,                0.96838,                0.83092,                0.80546,                0.85448,                0.59402,                0.92709,                0.70105,                 1.0763,             0.00069304,             0.00069304,             0.00069304
                     40,                 0.7412,                0.56929,                0.96827,                0.86735,                0.77208,                0.84009,                0.54636,                0.98016,                0.71551,                 1.0906,             0.00068204,             0.00068204,             0.00068204
                     41,                0.74038,                0.56502,                0.96085,                0.80983,                0.81258,                0.85045,                0.55958,                0.93918,                0.70122,                 1.0698,             0.00067104,             0.00067104,             0.00067104
                     42,                0.74631,                0.57203,                0.96112,                0.89856,                0.82362,                0.89296,                0.58137,                0.98617,                0.69035,                 1.0952,             0.00066005,             0.00066005,             0.00066005
                     43,                0.71608,                0.55205,                0.95966,                0.92844,                0.73017,                0.87277,                0.58324,                0.91095,                0.69954,                 1.0578,             0.00064905,             0.00064905,             0.00064905
                     44,                0.70509,                0.55135,                0.94985,                0.87701,                0.78238,                0.85407,                0.58523,                0.92091,                0.72288,                 1.0774,             0.00063805,             0.00063805,             0.00063805
                     45,                0.70479,                0.54289,                0.95327,                0.91968,                0.81151,                0.88825,                0.61991,                0.93961,                0.65237,                 1.0747,             0.00062705,             0.00062705,             0.00062705
                     46,                0.71325,                0.54035,                0.95193,                0.91295,                0.81838,                0.88829,                0.64407,                0.93644,                0.65605,                 1.0765,             0.00061605,             0.00061605,             0.00061605
                     47,                0.69822,                0.52738,                0.95035,                0.75341,                0.85832,                0.83101,                0.58508,                0.94035,                0.70869,                 1.1051,             0.00060505,             0.00060505,             0.00060505
                     48,                0.68933,                0.52449,                0.93657,                0.91955,                0.82582,                0.88448,                0.61486,                0.92691,                0.65571,                 1.0933,             0.00059405,             0.00059405,             0.00059405
                     49,                0.69314,                0.53894,                0.94886,                0.90757,                0.83308,                0.88521,                0.65281,                0.88749,                0.63845,                 1.0628,             0.00058305,             0.00058305,             0.00058305
                     50,                0.68264,                0.51288,                0.93639,                0.85997,                0.82709,                0.88647,                0.64083,                0.90097,                  0.681,                 1.0597,             0.00057205,             0.00057205,             0.00057205
                     51,                0.67566,                 0.5133,                0.93928,                0.91794,                0.79321,                0.89811,                0.62914,                0.89267,                 0.6294,                 1.0486,             0.00056105,             0.00056105,             0.00056105
                     52,                0.67508,                0.51382,                 0.9369,                0.94388,                0.78235,                0.88554,                0.60923,                0.90352,                0.68449,                 1.0656,             0.00055006,             0.00055006,             0.00055006
                     53,                0.66576,                0.50153,                0.93902,                0.94375,                 0.8222,                0.90523,                0.66653,                 0.8913,                0.62693,                 1.0578,             0.00053906,             0.00053906,             0.00053906
                     54,                0.67387,                0.50368,                0.94071,                0.86139,                0.80671,                0.88765,                0.64729,                0.88921,                0.65508,                 1.0497,             0.00052806,             0.00052806,             0.00052806
                     55,                0.67191,                0.51198,                0.93471,                0.82484,                0.83736,                0.87142,                  0.623,                0.87536,                0.67098,                  1.022,             0.00051706,             0.00051706,             0.00051706
                     56,                0.67935,                0.49571,                0.93629,                0.79904,                  0.866,                 0.8636,                0.62739,                 0.8915,                0.65598,                 1.0545,             0.00050606,             0.00050606,             0.00050606
                     57,                0.64224,                0.48851,                0.93177,                0.92076,                0.71844,                0.86485,                 0.5953,                0.87462,                0.66289,                 1.0585,             0.00049506,             0.00049506,             0.00049506
                     58,                0.65268,                0.49674,                0.93796,                0.92972,                0.73998,                0.86802,                0.60129,                0.89368,                0.64673,                  1.058,             0.00048406,             0.00048406,             0.00048406
                     59,                0.66601,                0.50093,                 0.9288,                0.89292,                0.77164,                0.87667,                0.62768,                0.87185,                0.61661,                 1.0589,             0.00047306,             0.00047306,             0.00047306
                     60,                0.63821,                0.48573,                0.92574,                0.88105,                0.81524,                   0.89,                0.59797,                0.90421,                 0.6772,                 1.0604,             0.00046206,             0.00046206,             0.00046206
                     61,                0.64875,                 0.4777,                0.93039,                0.85755,                 0.8291,                 0.8921,                0.67811,                0.88184,                0.64394,                  1.044,             0.00045107,             0.00045107,             0.00045107
                     62,                0.62661,                0.47407,                0.92665,                0.92374,                0.81258,                0.89798,                0.67922,                0.87238,                0.62646,                 1.0428,             0.00044007,             0.00044007,             0.00044007
                     63,                 0.6387,                0.47726,                0.92748,                0.89011,                0.81858,                 0.8904,                0.63765,                0.91819,                0.62026,                 1.0813,             0.00042907,             0.00042907,             0.00042907
                     64,                0.62865,                0.46929,                0.91917,                0.91439,                0.78056,                0.90609,                0.65368,                0.87672,                0.60115,                 1.0555,             0.00041807,             0.00041807,             0.00041807
                     65,                0.62529,                0.45968,                0.91405,                0.87085,                0.82885,                0.89099,                0.62053,                0.88048,                0.61947,                 1.0576,             0.00040707,             0.00040707,             0.00040707
                     66,                0.62555,                0.46826,                0.92081,                0.91814,                 0.7915,                0.89123,                0.59866,                0.90552,                0.61505,                 1.0838,             0.00039607,             0.00039607,             0.00039607
                     67,                0.61336,                0.45743,                0.91719,                0.92847,                0.71918,                0.87655,                0.60504,                0.88926,                0.60546,                 1.0797,             0.00038507,             0.00038507,             0.00038507
                     68,                0.61872,                0.46319,                0.91627,                0.82365,                0.80909,                0.84529,                0.59012,                0.89937,                0.64906,                 1.0772,             0.00037407,             0.00037407,             0.00037407
                     69,                0.61078,                0.46172,                0.91001,                0.88963,                0.82554,                  0.862,                0.64364,                0.87746,                0.65564,                 1.0702,             0.00036307,             0.00036307,             0.00036307
                     70,                0.63504,                0.45874,                0.92006,                0.81131,                0.88061,                0.85895,                0.63008,                0.86782,                0.62568,                 1.0578,             0.00035208,             0.00035208,             0.00035208
                     71,                0.61599,                0.45465,                0.91156,                0.74506,                 0.8729,                0.84499,                0.60434,                0.89305,                0.66901,                 1.0737,             0.00034108,             0.00034108,             0.00034108
                     72,                0.59183,                 0.4378,                0.91079,                0.90127,                0.74451,                0.87761,                0.62204,                0.86503,                0.60548,                 1.0501,             0.00033008,             0.00033008,             0.00033008
                     73,                0.61104,                0.45059,                0.91097,                0.90334,                0.78239,                0.88874,                0.63838,                0.88954,                0.60338,                 1.0752,             0.00031908,             0.00031908,             0.00031908
                     74,                0.59841,                0.44545,                0.91801,                0.84189,                0.84025,                0.87547,                0.65576,                0.88445,                0.62922,                 1.0692,             0.00030808,             0.00030808,             0.00030808
                     75,                0.60523,                0.44714,                0.91303,                0.85883,                 0.8232,                0.88499,                0.64961,                0.89328,                0.63089,                 1.0893,             0.00029708,             0.00029708,             0.00029708
                     76,                0.58364,                0.44068,                0.90743,                 0.8691,                0.85526,                0.87537,                0.62384,                0.88784,                0.61782,                 1.0908,             0.00028608,             0.00028608,             0.00028608
                     77,                0.58604,                 0.4359,                0.90628,                0.84167,                 0.8547,                0.88924,                0.63993,                0.87892,                 0.6187,                 1.0755,             0.00027508,             0.00027508,             0.00027508
                     78,                0.57572,                0.42768,                0.90337,                0.90075,                0.81091,                0.89633,                0.63973,                0.86884,                0.63019,                 1.0659,             0.00026408,             0.00026408,             0.00026408
                     79,                0.57061,                0.42374,                0.90293,                0.92293,                0.78914,                0.89406,                0.63527,                0.89538,                 0.6234,                 1.0744,             0.00025309,             0.00025309,             0.00025309
                     80,                0.57613,                0.43338,                0.90103,                0.92354,                 0.8146,                0.90621,                0.64766,                0.85573,                0.59836,                 1.0493,             0.00024209,             0.00024209,             0.00024209
                     81,                0.56179,                0.42312,                0.89943,                0.92615,                0.80523,                0.90155,                0.64295,                0.87524,                0.61747,                 1.0591,             0.00023109,             0.00023109,             0.00023109
                     82,                0.57982,                0.42993,                0.89606,                 0.8852,                0.81957,                0.87504,                 0.6474,                0.85953,                0.59827,                  1.058,             0.00022009,             0.00022009,             0.00022009
                     83,                0.56746,                0.41643,                0.90237,                0.87845,                0.80836,                0.89488,                0.62864,                0.86792,                0.59301,                 1.0658,             0.00020909,             0.00020909,             0.00020909
                     84,                0.57237,                 0.4161,                0.89646,                0.91589,                0.79789,                0.90378,                0.63743,                0.88186,                0.59898,                 1.0735,             0.00019809,             0.00019809,             0.00019809
                     85,                0.54056,                0.40401,                 0.8934,                0.92203,                0.79088,                0.90149,                0.63035,                0.88129,                0.59908,                 1.0846,             0.00018709,             0.00018709,             0.00018709
                     86,                0.56014,                0.41126,                0.89769,                0.90323,                0.83293,                0.91188,                0.65234,                0.86953,                0.57701,                 1.0726,             0.00017609,             0.00017609,             0.00017609
                     87,                 0.5694,                0.41745,                0.89943,                0.92693,                0.79825,                0.91607,                0.65175,                0.87777,                0.57834,                 1.0921,             0.00016509,             0.00016509,             0.00016509
                     88,                0.53949,                0.40459,                 0.8993,                0.91465,                0.79935,                0.90318,                0.63581,                0.85708,                 0.5743,                 1.0773,              0.0001541,              0.0001541,              0.0001541
                     89,                 0.5418,                0.39976,                0.89109,                0.91405,                0.78738,                0.90335,                0.62441,                0.84448,                0.59136,                 1.0633,              0.0001431,              0.0001431,              0.0001431
                     90,                0.54848,                0.40079,                0.89288,                 0.9144,                0.78592,                0.90229,                 0.6335,                0.85458,                0.58135,                  1.072,              0.0001321,              0.0001321,              0.0001321
                     91,                0.45141,                0.32913,                0.84523,                 0.8517,                0.83073,                0.89239,                0.63569,                0.84409,                0.57084,                 1.0613,              0.0001211,              0.0001211,              0.0001211
                     92,                0.45667,                0.32887,                0.84733,                0.87628,                0.82972,                0.89219,                0.61388,                0.84364,                0.56307,                 1.0594,              0.0001101,              0.0001101,              0.0001101
                     93,                0.44423,                0.32158,                0.84015,                0.93032,                0.81501,                0.90723,                0.62028,                0.84556,                0.56357,                 1.0555,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     94,                0.45135,                0.32008,                0.84802,                0.82783,                 0.8399,                0.84324,                0.61399,                0.85792,                0.58021,                 1.0645,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     95,                0.45005,                0.32251,                0.84279,                0.77872,                0.86375,                0.85273,                0.61324,                0.85524,                0.59099,                 1.0582,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     96,                0.43448,                0.30987,                0.84004,                0.96088,                0.78901,                0.91011,                 0.6307,                0.85464,                0.58334,                 1.0641,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     97,                0.45183,                0.31803,                0.84258,                 0.9146,                0.78444,                0.90572,                0.64646,                0.84928,                0.59365,                 1.0578,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     98,                0.43826,                0.31384,                0.84397,                0.88791,                0.80871,                0.90494,                0.67025,                  0.844,                0.60411,                 1.0591,             4.4107e-05,             4.4107e-05,             4.4107e-05
                     99,                 0.4386,                0.31268,                0.84463,                0.93143,                0.79845,                 0.9097,                 0.6684,                0.84709,                0.59019,                 1.0576,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    100,                0.43203,                0.30838,                0.84291,                0.93704,                0.80065,                0.91036,                0.66145,                0.84413,                0.58749,                 1.0598,             2.2109e-05,             2.2109e-05,             2.2109e-05
