                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                0.67266,                0.64317,                0.98644,                0.84133,                0.78442,                0.85867,                 0.5888,                0.88395,                0.85891,                 1.1021,             0.00097629,             0.00097629,             0.00097629
                     18,                0.67841,                0.63642,                0.98517,                0.88735,                0.78485,                0.86555,                0.62354,                0.75115,                0.91225,                 1.0528,               0.000948,               0.000948,               0.000948
                     19,                 0.6448,                0.62372,                0.97819,                0.86185,                0.80198,                0.85857,                0.63719,                0.78385,                0.89069,                  1.039,              0.0009197,              0.0009197,              0.0009197
                     20,                0.61857,                0.57667,                0.96325,                0.84872,                0.79376,                0.87772,                0.64887,                0.71577,                0.76149,                 1.0007,             0.00089141,             0.00089141,             0.00089141
                     21,                0.61791,                0.59139,                 0.9678,                0.91147,                 0.7601,                0.85235,                0.63309,                0.76416,                0.79991,                 1.0075,             0.00086312,             0.00086312,             0.00086312
                     22,                0.59304,                0.56053,                0.94571,                0.86915,                0.77216,                 0.8734,                0.65732,                0.80054,                 0.7618,                 1.0472,             0.00083482,             0.00083482,             0.00083482
                     23,                0.59608,                0.55789,                0.95322,                0.89788,                0.85726,                0.90558,                0.68391,                0.77639,                 0.7091,                 1.0364,             0.00080653,             0.00080653,             0.00080653
                     24,                0.60948,                0.57243,                0.96199,                0.91083,                0.81705,                0.89084,                0.68165,                0.71267,                0.79858,                 1.0021,             0.00077823,             0.00077823,             0.00077823
                     25,                0.59851,                0.54733,                0.94956,                 0.8755,                0.83372,                0.89494,                0.68435,                0.71324,                0.73324,                 1.0095,             0.00074994,             0.00074994,             0.00074994
                     26,                0.58031,                0.54041,                0.94092,                0.90891,                0.83747,                0.88679,                0.66913,                0.75755,                0.75673,                  1.046,             0.00072164,             0.00072164,             0.00072164
                     27,                0.56021,                0.49435,                0.94095,                0.86376,                0.88788,                0.91225,                0.70493,                0.71887,                0.64089,                 1.0394,             0.00069335,             0.00069335,             0.00069335
                     28,                0.54806,                0.48769,                0.93494,                  0.895,                0.82449,                0.88885,                0.69179,                0.72509,                0.75945,                 1.0177,             0.00066506,             0.00066506,             0.00066506
                     29,                0.54721,                0.49451,                0.93648,                0.88287,                  0.794,                 0.8846,                0.68131,                0.75343,                 0.7567,                  1.029,             0.00063676,             0.00063676,             0.00063676
                     30,                0.54611,                0.48563,                0.93283,                0.86195,                0.84163,                0.88744,                0.67959,                0.75891,                0.73972,                 1.0075,             0.00060847,             0.00060847,             0.00060847
                     31,                0.53794,                0.47894,                0.93354,                0.84137,                0.86378,                0.89088,                0.68485,                0.68682,                0.67069,                0.97902,             0.00058017,             0.00058017,             0.00058017
                     32,                0.51921,                0.46793,                0.91682,                0.84291,                0.90918,                0.90156,                0.71118,                0.65949,                0.68962,                0.95906,             0.00055188,             0.00055188,             0.00055188
                     33,                0.49511,                0.44038,                0.91177,                0.88164,                0.85052,                 0.8913,                0.68965,                0.70382,                0.78086,                0.98641,             0.00052359,             0.00052359,             0.00052359
                     34,                0.50273,                0.44579,                0.91387,                0.86199,                0.84037,                0.89051,                0.70955,                0.68072,                0.68646,                 0.9729,             0.00049529,             0.00049529,             0.00049529
                     35,                0.49663,                0.44309,                0.91856,                 0.9118,                0.76061,                0.90049,                0.69835,                0.67603,                 0.6601,                 0.9839,               0.000467,               0.000467,               0.000467
                     36,                 0.4887,                0.42799,                0.90392,                0.91144,                0.80308,                 0.8815,                0.68385,                0.67249,                0.66177,                0.98433,              0.0004387,              0.0004387,              0.0004387
                     37,                0.47475,                 0.4211,                0.90413,                0.91157,                0.85152,                0.89785,                0.68234,                0.65156,                0.63388,                0.97179,             0.00041041,             0.00041041,             0.00041041
                     38,                0.47866,                0.41988,                0.90336,                0.92448,                0.82987,                0.89155,                0.70292,                0.71162,                0.68885,                  1.003,             0.00038211,             0.00038211,             0.00038211
                     39,                0.48997,                 0.4199,                0.90786,                0.89755,                0.87408,                  0.921,                0.72152,                 0.6891,                0.64312,                0.99359,             0.00035382,             0.00035382,             0.00035382
                     40,                0.47857,                0.41077,                0.91115,                0.89283,                 0.9016,                0.91236,                0.70337,                0.70793,                0.61036,                 1.0094,             0.00032553,             0.00032553,             0.00032553
                     41,                0.38625,                0.33243,                0.84804,                0.89922,                0.89107,                0.91426,                0.72162,                0.68516,                0.64851,                 0.9761,             0.00029723,             0.00029723,             0.00029723
                     42,                  0.376,                 0.3216,                0.84506,                0.84701,                0.90605,                0.90513,                0.72287,                0.63188,                0.60456,                0.95226,             0.00026894,             0.00026894,             0.00026894
                     43,                0.37342,                0.31657,                0.85114,                0.92556,                0.87331,                 0.9168,                0.71576,                0.70746,                0.61088,                0.99541,             0.00024064,             0.00024064,             0.00024064
                     44,                0.35452,                0.30806,                0.83579,                0.90836,                0.90238,                0.92157,                0.72539,                0.73432,                 0.6615,                 1.0043,             0.00021235,             0.00021235,             0.00021235
                     45,                0.35747,                0.30841,                0.84107,                 0.8969,                0.90589,                0.91854,                0.73986,                0.66777,                0.67269,                0.97216,             0.00018406,             0.00018406,             0.00018406
                     46,                 0.3457,                0.29922,                0.83657,                0.90518,                0.90355,                0.91839,                0.73499,                0.66906,                0.67215,                 0.9777,             0.00015576,             0.00015576,             0.00015576
                     47,                0.34862,                0.30086,                0.83344,                0.86876,                 0.9316,                0.91931,                0.73707,                0.66022,                0.60141,                0.97147,             0.00012747,             0.00012747,             0.00012747
                     48,                0.32707,                0.27865,                0.82278,                0.86139,                0.92727,                0.92189,                 0.7426,                 0.6455,                0.56798,                0.96555,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     49,                0.32774,                0.27792,                0.82967,                0.93047,                0.86364,                0.91978,                 0.7328,                0.64473,                0.57415,                0.96918,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     50,                0.31295,                0.26682,                0.82592,                0.92839,                0.86945,                0.92169,                0.73633,                0.63965,                0.56007,                 0.9687,             4.2584e-05,             4.2584e-05,             4.2584e-05
